AF_Learning_1_Airflow_Ranges 000CB5AC
Min_Primary_Base_Enrichment_1_Cruise_Y_AXIS____ 000CC38C
Min_Primary_Base_Enrichment_1_Cruise_Y_AXIS_________ 000D0660
Min_Primary_Base_Enrichment_1_Cruise_____ 000CC3B0
Min_Primary_Base_Enrichment_1_Cruise__________ 000D0684
Min_Primary_Base_Enrichment_1_NonCruise 000CEDCC
Min_Primary_Base_Enrichment_1_NonCruise_Y_AXIS____ 000CC2EC
Min_Primary_Base_Enrichment_1_NonCruise_Y_AXIS_________ 000D05C0
Min_Primary_Base_Enrichment_1_NonCruise_____ 000CC30C
Min_Primary_Base_Enrichment_1_NonCruise__________ 000D05E0
Min_Primary_Base_Enrichment_1_NonPrimary_OL_ 000CBE55
Min_Primary_Base_Enrichment_1_NonPrimary_OL_Y_AXIS____ 000C9098
Min_Primary_Base_Enrichment_1_NonPrimary_OL_Y_AXIS_________ 000CD280
Min_Primary_Base_Enrichment_1_NonPrimary_OL______ 000C9395
Min_Primary_Base_Enrichment_1_NonPrimary_OL___________ 000CD53D
Minimum_Active_Primary_Open_Loop_Enrichment 000CB6A8
Minimum_Active_Primary_Open_Loop_Enrichment_____ 000C8C6C
Minimum_Active_Primary_Open_Loop_Enrichment__________ 000CCDCC
Minimum_Primary_Open_Loop_Enrichment_Accelerator 000CC2F4
Minimum_Primary_Open_Loop_Enrichment_Accelerator_Y_AXIS____ 000C981C
Minimum_Primary_Open_Loop_Enrichment_Accelerator_Y_AXIS_________ 000CD9C4
Minimum_Primary_Open_Loop_Enrichment_Accelerator_____ 000C9834
Minimum_Primary_Open_Loop_Enrichment_Accelerator__________ 000CD9E0
Minimum_Primary_Open_Loop_Enrichment_Throttle 000CC2D4
Minimum_Primary_Open_Loop_Enrichment_Throttle_Y_AXIS____ 000C97FC
Minimum_Primary_Open_Loop_Enrichment_Throttle_Y_AXIS_________ 000CD9A4
Minimum_Primary_Open_Loop_Enrichment_Throttle_____ 000C9814
Minimum_Primary_Open_Loop_Enrichment_Throttle__________ 000CD9BC
Minimum_Tipin_Enrichment_Activation 000CB9D8
Minimum_Tipin_Enrichment_Activation_Throttle 000CB9D4
Minimum_Tipin_Enrichment_Activation_Throttle_____ 000C8F8C
Minimum_Tipin_Enrichment_Activation_Throttle__________ 000CD10C
Minimum_Tipin_Enrichment_Activation_____ 000C8F90
Minimum_Tipin_Enrichment_Activation__________ 000CD110
P0000_PASS_CODE_NO_DTC_DETECTED 000943F6
P0000_PASS_CODE_NO_DTC_DETECTED_ 000943F7
P0000_PASS_CODE_NO_DTC_DETECTED______ 000878F3
P0000_PASS_CODE__NO_DTC_DETECTED_ 0009C5DA
P0000__PASS_CODE__NO_DTC_DETECTED_ 0009C5DB
P0011_CAMSHAFT_POS_TIMING_OVERADVANCED_1 000943D9
P0011_CAMSHAFT_POS_TIMING_OVERADVANCED_1_____ 000878D7
P0011_CAMSHAFT_POS_TIMING_OVER_ADVANCED_1 0009C5BD
P0014_EXHAUST_AVCS_SYSTEM_1_RANGE_PERF 0009C654
P0016_CRANKSHAFTCAMSHAFT_CORRELATION_1A 00094467
P0016_CRANKSHAFTCAMSHAFT_CORRELATION_1A_____ 0008796A
P0016_CRANKSHAFT_CAMSHAFT_CORRELATION_1A 0009C64B
P0017_CRANK_CAM_TIMING_B_FAILURE_1 0009C65A
P0018_CRANKSHAFTCAMSHAFT_CORRELATION_2A 00094466
P0018_CRANKSHAFTCAMSHAFT_CORRELATION_2A_____ 00087969
P0018_CRANKSHAFT_CAMSHAFT_CORRELATION_2A 0009C64A
P0019_CRANK_CAM_TIMING_B_FAILURE_2 0009C659
P0021_CAMSHAFT_POS_TIMING_OVERADVANCED_2 000943DA
P0021_CAMSHAFT_POS_TIMING_OVERADVANCED_2_____ 000878D8
P0021_CAMSHAFT_POS_TIMING_OVER_ADVANCED_2 0009C5BE
P0024_EXHAUST_AVCS_SYSTEM_2_RANGE_PERF 0009C653
P0030_FRONT_O2_SENSOR_RANGEPERF 0009441A
P0030_FRONT_O2_SENSOR_RANGEPERF_____ 00087918
P0030_FRONT_O2_SENSOR_RANGE_PERF 0009C5FE
P0031_FRONT_O2_SENSOR_LOW_INPUT 00094405
P0031_FRONT_O2_SENSOR_LOW_INPUT_____ 00087902
P0031__FRONT_O2_SENSOR_LOW_INPUT 0009C5E9
P0032_FRONT_O2_SENSOR_HIGH_INPUT 00094403
P0032_FRONT_O2_SENSOR_HIGH_INPUT_____ 00087900
P0032__FRONT_O2_SENSOR_HIGH_INPUT 0009C5E7
P0037_REAR_O2_SENSOR_LOW_INPUT 00094404
P0037_REAR_O2_SENSOR_LOW_INPUT_____ 00087901
P0037__REAR_O2_SENSOR_LOW_INPUT 0009C5E8
P0038_REAR_O2_SENSOR_HIGH_INPUT 00094402
P0038_REAR_O2_SENSOR_HIGH_INPUT_____ 000878FF
P0038__REAR_O2_SENSOR_HIGH_INPUT 0009C5E6
P0068_MAP_SENSOR_RANGEPERF 00094415
P0068_MAP_SENSOR_RANGEPERF_____ 00087913
P0068_MAP_SENSOR_RANGE_PERF 0009C5F9
P0101_MAF_SENSOR_RANGEPERF 00094416
P0101_MAF_SENSOR_RANGEPERF_____ 00087914
P0101_MAF_SENSOR_RANGE_PERF 0009C5FA
P0102_MAF_SENSOR_LOW_INPUT 000943B5
P0102_MAF_SENSOR_LOW_INPUT_____ 000878B1
P0102__MAF_SENSOR_LOW_INPUT 0009C599
P0103_MAF_SENSOR_HIGH_INPUT 000943B6
P0103_MAF_SENSOR_HIGH_INPUT_____ 000878B2
P0103__MAF_SENSOR_HIGH_INPUT 0009C59A
P0107_MAP_SENSOR_LOW_INPUT 00094406
P0107_MAP_SENSOR_LOW_INPUT_____ 00087903
P0107__MAP_SENSOR_LOW_INPUT 0009C5EA
P0108_MAP_SENSOR_HIGH_INPUT 00094407
P0108_MAP_SENSOR_HIGH_INPUT_____ 00087904
P0108__MAP_SENSOR_HIGH_INPUT 0009C5EB
P0111_IAT_SENSOR_RANGEPERF 00094401
P0111_IAT_SENSOR_RANGEPERF_____ 000878FE
P0111_IAT_SENSOR_RANGE_PERF 0009C5E5
P0112_IAT_SENSOR_LOW_INPUT 000943FF
P0112_IAT_SENSOR_LOW_INPUT_____ 000878FC
P0112__IAT_SENSOR_LOW_INPUT 0009C5E3
P0113_IAT_SENSOR_HIGH_INPUT 00094400
P0113_IAT_SENSOR_HIGH_INPUT_____ 000878FD
P0113__IAT_SENSOR_HIGH_INPUT 0009C5E4
P0117_COOLANT_TEMP_SENSOR_LOW_INPUT 000943BE
P0117_COOLANT_TEMP_SENSOR_LOW_INPUT_____ 000878BA
P0117__COOLANT_TEMP_SENSOR_LOW_INPUT 0009C5A2
P0118_COOLANT_TEMP_SENSOR_HIGH_INPUT 000943BF
P0118_COOLANT_TEMP_SENSOR_HIGH_INPUT_____ 000878BB
P0118__COOLANT_TEMP_SENSOR_HIGH_INPUT 0009C5A3
P0122_TPS_A_LOW_INPUT 000943BC
P0122_TPS_A_LOW_INPUT_____ 000878B8
P0122__TPS_A_LOW_INPUT 0009C5A0
P0123_TPS_A_HIGH_INPUT 000943BD
P0123_TPS_A_HIGH_INPUT_____ 000878B9
P0123__TPS_A_HIGH_INPUT 0009C5A1
P0125_INSUFFICIENT_COOLANT_TEMP_FUELING 000943C1
P0125_INSUFFICIENT_COOLANT_TEMP_FUELING_____ 000878BD
P0125_INSUFFICIENT_COOLANT_TEMP__FUELING_ 0009C5A5
P0126_INSUFFICIENT_COOLANT_TEMP_OPERATION 0009444F
P0126_INSUFFICIENT_COOLANT_TEMP_OPERATION_____ 00087951
P0126_INSUFFICIENT_COOLANT_TEMP__OPERATION_ 0009C633
P0128_THERMOSTAT_MALFUNCTION 0009440C
P0128_THERMOSTAT_MALFUNCTION_____ 00087909
P0128__THERMOSTAT_MALFUNCTION 0009C5F0
P0131_FRONT_O2_SENSOR_LOW_INPUT 000943F9
P0131_FRONT_O2_SENSOR_LOW_INPUT_____ 000878F6
P0131__FRONT_O2_SENSOR_LOW_INPUT 0009C5DD
P0132_FRONT_O2_SENSOR_HIGH_INPUT 000943FB
P0132_FRONT_O2_SENSOR_HIGH_INPUT_____ 000878F8
P0132__FRONT_O2_SENSOR_HIGH_INPUT 0009C5DF
P0133_FRONT_O2_SENSOR_SLOW_RESPONSE 000943E3
P0133_FRONT_O2_SENSOR_SLOW_RESPONSE_____ 000878E0
P0134_FRONT_O2_SENSOR_NO_ACTIVITY 00094418
P0134_FRONT_O2_SENSOR_NO_ACTIVITY_____ 00087916
P0134__FRONT_O2_SENSOR_NO_ACTIVITY 0009C5FC
P0137_REAR_O2_SENSOR_LOW_VOLTAGE 000943F8
P0137_REAR_O2_SENSOR_LOW_VOLTAGE_____ 000878F5
P0137__REAR_O2_SENSOR_LOW_VOLTAGE 0009C5DC
P0138_REAR_O2_SENSOR_HIGH_VOLTAGE 000943FD
P0138_REAR_O2_SENSOR_HIGH_VOLTAGE_____ 000878FA
P0138__REAR_O2_SENSOR_HIGH_VOLTAGE 0009C5E1
P0139_REAR_O2_SENSOR_SLOW_RESPONSE____ 000878E1
P013A_O2_SENSOR_SLOW_RESPONSE_RICH_TO_LEAN_B1_S2 000944A5
P013A__O2_SENSOR_SLOW_RESPONSE_RICH_TO_LEAN_B1_S2 0009C689
P013B_O2_SENSOR_SLOW_RESPONSE_LEAN_TO_RICH_B1_S2 000944A4
P013B__O2_SENSOR_SLOW_RESPONSE_LEAN_TO_RICH_B1_S2 0009C688
P013E_O2_SENSOR_DELAYED_RESPONSE_RICH_TO_LEAN_B1_S2 000944A1
P013E__O2_SENSOR_DELAYED_RESPONSE_RICH_TO_LEAN_B1_S2 0009C685
P013F_O2_SENSOR_DELAYED_RESPONSE_LEAN_TO_RICH_B1_S2 000944A0
P013F__O2_SENSOR_DELAYED_RESPONSE_LEAN_TO_RICH_B1_S2 0009C684
P0140_REAR_O2_SENSOR_NO_ACTIVITY 00094462
P0140_REAR_O2_SENSOR_NO_ACTIVITY_____ 00087964
P0140__REAR_O2_SENSOR_NO_ACTIVITY 0009C646
P0141_REAR_O2_SENSOR_MALFUNCTION 000943E2
P0141__REAR_O2_SENSOR_MALFUNCTION 0009C5C6
P014C_O2_SENSOR_SLOW_RESPONSE_RICH_TO_LEAN_B1_S1 0009C676
P014D_O2_SENSOR_SLOW_RESPONSE_LEAN_TO_RICH_B1_S1 0009C675
P015A_O2_SENSOR_DELAYED_RESPONSE_RICH_TO_LEAN_B1_S1 0009C672
P015B_O2_SENSOR_DELAYED_RESPONSE_LEAN_TO_RICH_B1_S1 0009C671
P0171_SYSTEM_TOO_LEAN 000943ED
P0171_SYSTEM_TOO_LEAN_____ 000878EA
P0171__SYSTEM_TOO_LEAN 0009C5D1
P0172_SYSTEM_TOO_RICH 000943EE
P0172_SYSTEM_TOO_RICH_____ 000878EB
P0172__SYSTEM_TOO_RICH 0009C5D2
P0181_FUEL_TEMP_SENSOR_A_RANGEPERF____ 000878C9
P0182_FUEL_TEMP_SENSOR_A_LOW_INPUT____ 000878C7
P0183_FUEL_TEMP_SENSOR_A_HIGH_INPUT____ 000878C8
P0201_INJECTOR_CIRCUIT_MALFUNCTION_CYLINDER_1 00094477
P0201__INJECTOR_CIRCUIT_MALFUNCTION_CYLINDER_1 0009C65B
P0202_INJECTOR_CIRCUIT_MALFUNCTION_CYLINDER_2 0009447A
P0202__INJECTOR_CIRCUIT_MALFUNCTION_CYLINDER_2 0009C65E
P0203_INJECTOR_CIRCUIT_MALFUNCTION_CYLINDER_3 00094479
P0203__INJECTOR_CIRCUIT_MALFUNCTION_CYLINDER_3 0009C65D
P0204_INJECTOR_CIRCUIT_MALFUNCTION_CYLINDER_4 00094478
P0204__INJECTOR_CIRCUIT_MALFUNCTION_CYLINDER_4 0009C65C
P0222_TPS_B_LOW_INPUT 00094421
P0222_TPS_B_LOW_INPUT_____ 00087920
P0222__TPS_B_LOW_INPUT 0009C605
P0223_TPS_B_HIGH_INPUT 00094422
P0223_TPS_B_HIGH_INPUT_____ 00087921
P0223__TPS_B_HIGH_INPUT 0009C606
P0230_FUEL_PUMP_PRIMARY_CIRCUIT 00094414
P0230_FUEL_PUMP_PRIMARY_CIRCUIT_____ 00087912
P0230__FUEL_PUMP_PRIMARY_CIRCUIT 0009C5F8
P0244_WASTEGATE_SOLENOID_A_RANGEPERF 00094413
P0244_WASTEGATE_SOLENOID_A_RANGEPERF_____ 00087910
P0244_WASTEGATE_SOLENOID_A_RANGE_PERF 0009C5F7
P0245_WASTEGATE_SOLENOID_A_LOW 00094411
P0245_WASTEGATE_SOLENOID_A_LOW_____ 0008790E
P0245__WASTEGATE_SOLENOID_A_LOW 0009C5F5
P0246_WASTEGATE_SOLENOID_A_HIGH 00094412
P0246_WASTEGATE_SOLENOID_A_HIGH_____ 0008790F
P0246__WASTEGATE_SOLENOID_A_HIGH 0009C5F6
P0301_MISFIRE_CYLINDER_1 000943EF
P0301_MISFIRE_CYLINDER_1_____ 000878EC
P0301__MISFIRE_CYLINDER_1 0009C5D3
P0302_MISFIRE_CYLINDER_2 000943F0
P0302_MISFIRE_CYLINDER_2_____ 000878ED
P0302__MISFIRE_CYLINDER_2 0009C5D4
P0303_MISFIRE_CYLINDER_3 000943F1
P0303_MISFIRE_CYLINDER_3_____ 000878EE
P0303__MISFIRE_CYLINDER_3 0009C5D5
P0304_MISFIRE_CYLINDER_4 000943F2
P0304_MISFIRE_CYLINDER_4_____ 000878EF
P0304__MISFIRE_CYLINDER_4 0009C5D6
P0327_KNOCK_SENSOR_1_LOW_INPUT 000943BA
P0327_KNOCK_SENSOR_1_LOW_INPUT_____ 000878B6
P0327__KNOCK_SENSOR_1_LOW_INPUT 0009C59E
P0328_KNOCK_SENSOR_1_HIGH_INPUT 000943BB
P0328_KNOCK_SENSOR_1_HIGH_INPUT_____ 000878B7
P0328__KNOCK_SENSOR_1_HIGH_INPUT 0009C59F
P0335_CRANKSHAFT_POS_SENSOR_A_MALFUNCTION 000943B0
P0335_CRANKSHAFT_POS_SENSOR_A_MALFUNCTION_____ 000878AC
P0335__CRANKSHAFT_POS_SENSOR_A_MALFUNCTION 0009C594
P0336_CRANKSHAFT_POS_SENSOR_A_RANGEPERF 000943B1
P0336_CRANKSHAFT_POS_SENSOR_A_RANGEPERF_____ 000878AD
P0336_CRANKSHAFT_POS_SENSOR_A_RANGE_PERF 0009C595
P0340_CAMSHAFT_POS_SENSOR_A_MALFUNCTION 00094434
P0340_CAMSHAFT_POS_SENSOR_A_MALFUNCTION_____ 00087934
P0340__CAMSHAFT_POS_SENSOR_A_MALFUNCTION 0009C618
P0345_CAMSHAFT_POS_SENSOR_A_BANK_2 00094433
P0345_CAMSHAFT_POS_SENSOR_A_BANK_2_____ 00087933
P0345__CAMSHAFT_POS_SENSOR_A_BANK_2 0009C617
P0351_IGNITION_COIL_A_PRIMARYSECONDARY_CIRCUIT_MALFUNCTION 000944AB
P0351_IGNITION_COIL_A_PRIMARY_SECONDARY_CIRCUIT_MALFUNCTION 0009C68F
P0352_IGNITION_COIL_B_PRIMARYSECONDARY_CIRCUIT_MALFUNCTION 000944AA
P0352_IGNITION_COIL_B_PRIMARY_SECONDARY_CIRCUIT_MALFUNCTION 0009C68E
P0353_IGNITION_COIL_C_PRIMARYSECONDARY_CIRCUIT_MALFUNCTION 000944A9
P0353_IGNITION_COIL_C_PRIMARY_SECONDARY_CIRCUIT_MALFUNCTION 0009C68D
P0354_IGNITION_COIL_D_PRIMARYSECONDARY_CIRCUIT_MALFUNCTION 000944A8
P0354_IGNITION_COIL_D_PRIMARY_SECONDARY_CIRCUIT_MALFUNCTION 0009C68C
P0365_CAMSHAFT_POS_SENSOR_B_BANK_1 0009C616
P0390_CAMSHAFT_POS_SENSOR_B_BANK_2 0009C615
P0410_SECONDARY_AIR_PUMP_SYSTEM 0009445C
P0410_SECONDARY_AIR_PUMP_SYSTEM_____ 0008795E
P0410__SECONDARY_AIR_PUMP_SYSTEM 0009C640
P0411_SECONDARY_AIR_PUMP_INCORRECT_FLOW 0009445B
P0411_SECONDARY_AIR_PUMP_INCORRECT_FLOW_____ 0008795D
P0411__SECONDARY_AIR_PUMP_INCORRECT_FLOW 0009C63F
P0413_SECONDARY_AIR_PUMP_A_OPEN 00094460
P0413_SECONDARY_AIR_PUMP_A_OPEN_____ 00087962
P0413__SECONDARY_AIR_PUMP_A_OPEN 0009C644
P0414_SECONDARY_AIR_PUMP_A_SHORTED 00094464
P0414_SECONDARY_AIR_PUMP_A_SHORTED_____ 00087967
P0414__SECONDARY_AIR_PUMP_A_SHORTED 0009C648
P0416_SECONDARY_AIR_PUMP_B_OPEN 0009446E
P0416_SECONDARY_AIR_PUMP_B_OPEN_____ 00087971
P0416__SECONDARY_AIR_PUMP_B_OPEN 0009C652
P0417_SECONDARY_AIR_PUMP_B_SHORTED 0009446D
P0417_SECONDARY_AIR_PUMP_B_SHORTED_____ 00087970
P0417__SECONDARY_AIR_PUMP_B_SHORTED 0009C651
P0418_SECONDARY_AIR_PUMP_RELAY_A 00094461
P0418_SECONDARY_AIR_PUMP_RELAY_A_____ 00087963
P0418__SECONDARY_AIR_PUMP_RELAY_A 0009C645
P0420_CAT_EFFICIENCY_BELOW_THRESHOLD 000943E9
P0420_CAT_EFFICIENCY_BELOW_THRESHOLD_____ 000878E6
P0420__CAT_EFFICIENCY_BELOW_THRESHOLD 0009C5CD
P0441_EVAP_INCORRECT_PURGE_FLOW 00094498
P0441_EVAP_INCORRECT_PURGE_FLOW_____ 00087977
P0441__EVAP_INCORRECT_PURGE_FLOW 0009C67C
P0442_EVAP_LEAK_DETECTED_SMALL____ 000878E7
P0447_EVAP_VENT_CONTROL_CIRCUIT_OPEN____ 000878DE
P0448_EVAP_VENT_CONTROL_CIRCUIT_SHORTED____ 000878DF
P0451_EVAP_PRESSURE_SENSOR_RANGEPERF 00094497
P0451_EVAP_PRESSURE_SENSOR_RANGEPERF_____ 000878C5
P0451_EVAP_PRESSURE_SENSOR_RANGE_PERF 0009C67B
P0452_EVAP_PRESSURE_SENSOR_LOW_INPUT 0009448A
P0452_EVAP_PRESSURE_SENSOR_LOW_INPUT_____ 000878C3
P0452__EVAP_PRESSURE_SENSOR_LOW_INPUT 0009C66E
P0453_EVAP_PRESSURE_SENSOR_HIGH_INPUT 00094489
P0453_EVAP_PRESSURE_SENSOR_HIGH_INPUT_____ 000878C4
P0453__EVAP_PRESSURE_SENSOR_HIGH_INPUT 0009C66D
P0455_EVAP_EMISSION_CONTROL_SYSTEM_LEAK_DETECTED_GROSS_LEAK 00094496
P0455_EVAP_EMISSION_CONTROL_SYSTEM_LEAK_DETECTED__GROSS_LEAK_ 0009C67A
P0456_EVAP_LEAK_DETECTED_VERY_SMALL 000943EB
P0456_EVAP_LEAK_DETECTED_VERY_SMALL_____ 000878E8
P0456_EVAP_LEAK_DETECTED__VERY_SMALL_ 0009C5CF
P0457_EVAP_LEAK_DETECTED_FUEL_CAP____ 000878F2
P0458_EVAP_PURGE_VALVE_CIRCUIT_LOW 000943DD
P0458_EVAP_PURGE_VALVE_CIRCUIT_LOW_____ 000878DB
P0458__EVAP_PURGE_VALVE_CIRCUIT_LOW 0009C5C1
P0459_EVAP_PURGE_VALVE_CIRCUIT_HIGH 000943DE
P0459_EVAP_PURGE_VALVE_CIRCUIT_HIGH_____ 000878DC
P0459__EVAP_PURGE_VALVE_CIRCUIT_HIGH 0009C5C2
P0461_FUEL_LEVEL_SENSOR_RANGEPERF 000943C4
P0461_FUEL_LEVEL_SENSOR_RANGEPERF_____ 000878C0
P0461_FUEL_LEVEL_SENSOR_RANGE_PERF 0009C5A8
P0462_FUEL_LEVEL_SENSOR_LOW_INPUT 000943C2
P0462_FUEL_LEVEL_SENSOR_LOW_INPUT_____ 000878BE
P0462__FUEL_LEVEL_SENSOR_LOW_INPUT 0009C5A6
P0463_FUEL_LEVEL_SENSOR_HIGH_INPUT 000943C3
P0463_FUEL_LEVEL_SENSOR_HIGH_INPUT_____ 000878BF
P0463__FUEL_LEVEL_SENSOR_HIGH_INPUT 0009C5A7
P0464_FUEL_LEVEL_SENSOR_INTERMITTENT____ 000878BC
P0500_VEHICLE_SPEED_SENSOR_A 000943B7
P0500_VEHICLE_SPEED_SENSOR_A_____ 000878B3
P0500__VEHICLE_SPEED_SENSOR_A 0009C59B
P0506_IDLE_CONTROL_RPM_LOWER_THAN_EXPECTED 000943D7
P0506_IDLE_CONTROL_RPM_LOWER_THAN_EXPECTED_____ 000878D3
P0506__IDLE_CONTROL_RPM_LOWER_THAN_EXPECTED 0009C5BB
P0507_IDLE_CONTROL_RPM_HIGH_THAN_EXPECTED 000943D8
P0507_IDLE_CONTROL_RPM_HIGH_THAN_EXPECTED_____ 000878D4
P0507__IDLE_CONTROL_RPM_HIGH_THAN_EXPECTED 0009C5BC
P050A_COLD_START_IDLE_AIR_CONTROL_SYSTEM_PERFORMANCE 00094484
P050A__COLD_START_IDLE_AIR_CONTROL_SYSTEM_PERFORMANCE 0009C668
P050B_COLD_START_IGNITION_TIMING_PERFORMANCE 00094483
P050B__COLD_START_IGNITION_TIMING_PERFORMANCE 0009C667
P0512_STARTER_REQUEST_CIRCUIT 000943C6
P0512_STARTER_REQUEST_CIRCUIT_____ 000878C2
P0512__STARTER_REQUEST_CIRCUIT 0009C5AA
P0600_SERIAL_COMMUNICATION_LINK____ 00087930
P0604_CONTROL_MODULE_RAM_ERROR 000943B4
P0604_CONTROL_MODULE_RAM_ERROR_____ 000878B0
P0604__CONTROL_MODULE_RAM_ERROR 0009C598
P0605_CONTROL_MODULE_ROM_ERROR 00094435
P0605_CONTROL_MODULE_ROM_ERROR_____ 00087935
P0605__CONTROL_MODULE_ROM_ERROR 0009C619
P0607_CONTROL_MODULE_PERFORMANCE 00094429
P0607_CONTROL_MODULE_PERFORMANCE_____ 00087928
P0607__CONTROL_MODULE_PERFORMANCE 0009C60D
P0638_THROTTLE_ACTUATOR_RANGEPERF 00094428
P0638_THROTTLE_ACTUATOR_RANGEPERF_____ 00087927
P0638_THROTTLE_ACTUATOR_RANGE_PERF 0009C60C
P0700_TRANSMISSION_CONTROL_SYSTEM____ 00087941
P0851_NEUTRAL_SWITCH_INPUT_LOW 000943CA
P0851_NEUTRAL_SWITCH_INPUT_LOW_____ 000878C6
P0851__NEUTRAL_SWITCH_INPUT_LOW 0009C5AE
P0852_NEUTRAL_SWITCH_INPUT_HIGH 000943CE
P0852_NEUTRAL_SWITCH_INPUT_HIGH_____ 000878CA
P0852__NEUTRAL_SWITCH_INPUT_HIGH 0009C5B2
P1152_FRONT_O2_SENSOR_RANGEPERF_LOW_B1_S1 000943E5
P1152_FRONT_O2_SENSOR_RANGEPERF_LOW_B1_S1_____ 000878E2
P1152_FRONT_O2_SENSOR_RANGE_PERF_LOW_B1_S1 0009C5C9
P1153_FRONT_O2_SENSOR_RANGEPERF_HIGH_B1_S1 000943E6
P1153_FRONT_O2_SENSOR_RANGEPERF_HIGH_B1_S1_____ 000878E3
P1153_FRONT_O2_SENSOR_RANGE_PERF_HIGH_B1_S1 0009C5CA
P1160_ABNORMAL_RETURN_SPRING 00094423
P1160_ABNORMAL_RETURN_SPRING_____ 00087922
P1160__ABNORMAL_RETURN_SPRING 0009C607
P1400_FUEL_TANK_PRESSURE_SOL_LOW 000943DB
P1400_FUEL_TANK_PRESSURE_SOL_LOW_____ 000878D9
P1400__FUEL_TANK_PRESSURE_SOL_LOW 0009C5BF
P1410_SECONDARY_AIR_PUMP_VALVE_STUCK_OPEN 00094468
P1410_SECONDARY_AIR_PUMP_VALVE_STUCK_OPEN_____ 0008796B
P1410__SECONDARY_AIR_PUMP_VALVE_STUCK_OPEN 0009C64C
P1418_SECONDARY_AIR_PUMP_CIRCUIT_SHORTED 00094465
P1418_SECONDARY_AIR_PUMP_CIRCUIT_SHORTED_____ 00087968
P1418__SECONDARY_AIR_PUMP_CIRCUIT_SHORTED 0009C649
P1420_FUEL_TANK_PRESSURE_SOL_HIGH_INPUT 000943DC
P1420_FUEL_TANK_PRESSURE_SOL_HIGH_INPUT_____ 000878DA
P1420__FUEL_TANK_PRESSURE_SOL_HIGH_INPUT 0009C5C0
P1443_VENT_CONTROL_SOLENOID_FUNCTION_PROBLEM____ 000878DD
P1449_EVAPORATIVE_EMISSION_CONT_SYS_AIR_FILTER_CLOG 00094495
P1449__EVAPORATIVE_EMISSION_CONT_SYS_AIR_FILTER_CLOG 0009C679
P1451_EVAPORATIVE_EMISSION_CONT_SYS 00094494
P1451__EVAPORATIVE_EMISSION_CONT_SYS 0009C678
P1458_CANISTER_PURGE_CONTROL_SOLENOID_VALVE_2_LOW 00094493
P1458__CANISTER_PURGE_CONTROL_SOLENOID_VALVE_2_LOW 0009C677
P1459_CANISTER_PURGE_CONTROL_SOLENOID_VALVE_2_HIGH 0009449D
P1459__CANISTER_PURGE_CONTROL_SOLENOID_VALVE_2_HIGH 0009C681
P1491_PCV_BLOWBY_FUNCTION_PROBLEM 0009440D
P1491_PCV_BLOWBY_FUNCTION_PROBLEM_____ 0008790A
P1491_PCV_BLOWBY_FUNCTION_PROBLEM__________ 0009C5F1
P1518_STARTER_SWITCH_LOW_INPUT 000943C5
P1518__STARTER_SWITCH_LOW_INPUT 0009C5A9
P1519_IMRC_STUCK_CLOSED 00094473
P1519_IMRC_STUCK_CLOSED_____ 00087976
P1519__IMRC_STUCK_CLOSED 0009C657
P1520_IMRC_CIRCUIT_MALFUNCTION 00094472
P1520_IMRC_CIRCUIT_MALFUNCTION_____ 00087975
P1520__IMRC_CIRCUIT_MALFUNCTION 0009C656
P1560_BACKUP_VOLTAGE_MALFUNCTION 0009440E
P1560_BACKUP_VOLTAGE_MALFUNCTION_____ 0008790B
P1560_BACK_UP_VOLTAGE_MALFUNCTION 0009C5F2
P1602_CONTROL_MODULE_PROGRAMMING_ERROR____ 00087966
P1616_SBDS_INTERACTIVE_CODES 00094471
P1616_SBDS_INTERACTIVE_CODES_____ 00087974
P1616__SBDS_INTERACTIVE_CODES 0009C655
P2004_TGV_INTAKE_MANIFOLD_RUNNER_1_STUCK_OPEN 0009444A
P2004_TGV_INTAKE_MANIFOLD_RUNNER_1_STUCK_OPEN_____ 0008794C
P2004_TGV___INTAKE_MANIFOLD_RUNNER_1_STUCK_OPEN 0009C62E
P2005_TGV_INTAKE_MANIFOLD_RUNNER_2_STUCK_OPEN 0009444C
P2005_TGV_INTAKE_MANIFOLD_RUNNER_2_STUCK_OPEN_____ 0008794E
P2005_TGV___INTAKE_MANIFOLD_RUNNER_2_STUCK_OPEN 0009C630
P2006_TGV_INTAKE_MANIFOLD_RUNNER_1_STUCK_CLOSED 0009444B
P2006_TGV_INTAKE_MANIFOLD_RUNNER_1_STUCK_CLOSED_____ 0008794D
P2006_TGV___INTAKE_MANIFOLD_RUNNER_1_STUCK_CLOSED 0009C62F
P2007_TGV_INTAKE_MANIFOLD_RUNNER_2_STUCK_CLOSED 0009444D
P2007_TGV_INTAKE_MANIFOLD_RUNNER_2_STUCK_CLOSED_____ 0008794F
P2007_TGV___INTAKE_MANIFOLD_RUNNER_2_STUCK_CLOSED 0009C631
P2008_TGV_INTAKE_MANIFOLD_RUNNER_1_CIRCUIT_OPEN 00094458
P2008_TGV_INTAKE_MANIFOLD_RUNNER_1_CIRCUIT_OPEN_____ 0008795A
P2008_TGV___INTAKE_MANIFOLD_RUNNER_1_CIRCUIT_OPEN 0009C63C
P2009_TGV_INTAKE_MANIFOLD_RUNNER_1_CIRCUIT_LOW 00094456
P2009_TGV_INTAKE_MANIFOLD_RUNNER_1_CIRCUIT_LOW_____ 00087958
